,O*NET-SOC Code,Element Name,Data Value
28761,29-1141.00,Fine Arts,0.23
45287,29-1141.00,Finger Dexterity,3.38
45285,29-1141.00,Manual Dexterity,3.12
30477,29-1141.00,Negotiation,2.88
45251,29-1141.00,Originality,3.12
30475,29-1141.00,Persuasion,3.12
30471,29-1141.00,Social Perceptiveness,4.38
35808,29-1141.01,Assisting and Caring for Others,4.78
147218,29-1141.01,"Cramped Work Space, Awkward Positions",2.89
28827,29-1141.01,Fine Arts,0.21
45391,29-1141.01,Finger Dexterity,2.5
45389,29-1141.01,Manual Dexterity,1.0
30547,29-1141.01,Negotiation,3.12
45355,29-1141.01,Originality,3.0
30545,29-1141.01,Persuasion,3.12
30541,29-1141.01,Social Perceptiveness,4.62
35890,29-1141.02,Assisting and Caring for Others,4.9
147556,29-1141.02,"Cramped Work Space, Awkward Positions",1.46
28893,29-1141.02,Fine Arts,0.61
45495,29-1141.02,Finger Dexterity,2.12
45493,29-1141.02,Manual Dexterity,0.25
30617,29-1141.02,Negotiation,3.75
45459,29-1141.02,Originality,3.25
30615,29-1141.02,Persuasion,3.62
30611,29-1141.02,Social Perceptiveness,4.5
35972,29-1141.03,Assisting and Caring for Others,4.75
147894,29-1141.03,"Cramped Work Space, Awkward Positions",2.65
28959,29-1141.03,Fine Arts,0.4
45599,29-1141.03,Finger Dexterity,3.38
45597,29-1141.03,Manual Dexterity,3.0
30687,29-1141.03,Negotiation,3.12
45563,29-1141.03,Originality,3.25
30685,29-1141.03,Persuasion,3.5
30681,29-1141.03,Social Perceptiveness,4.38
36054,29-1141.04,Assisting and Caring for Others,4.69
148232,29-1141.04,"Cramped Work Space, Awkward Positions",2.35
29025,29-1141.04,Fine Arts,0.54
45703,29-1141.04,Finger Dexterity,3.0
45701,29-1141.04,Manual Dexterity,2.75
30757,29-1141.04,Negotiation,3.25
45667,29-1141.04,Originality,3.38
30755,29-1141.04,Persuasion,3.62
30751,29-1141.04,Social Perceptiveness,4.0
36136,29-1151.00,Assisting and Caring for Others,4.94
148570,29-1151.00,"Cramped Work Space, Awkward Positions",3.0
29091,29-1151.00,Fine Arts,0.32
45807,29-1151.00,Finger Dexterity,3.25
45805,29-1151.00,Manual Dexterity,3.0
30827,29-1151.00,Negotiation,3.0
45771,29-1151.00,Originality,3.12
30825,29-1151.00,Persuasion,3.0
30821,29-1151.00,Social Perceptiveness,3.88
36218,29-1161.00,Assisting and Caring for Others,4.89
148908,29-1161.00,"Cramped Work Space, Awkward Positions",2.78
29157,29-1161.00,Fine Arts,0.32
45911,29-1161.00,Finger Dexterity,3.0
45909,29-1161.00,Manual Dexterity,3.0
30897,29-1161.00,Negotiation,2.62
45875,29-1161.00,Originality,3.0
30895,29-1161.00,Persuasion,3.0
30891,29-1161.00,Social Perceptiveness,4.38
36300,29-1171.00,Assisting and Caring for Others,4.9
149246,29-1171.00,"Cramped Work Space, Awkward Positions",1.83
29223,29-1171.00,Fine Arts,0.7
46015,29-1171.00,Finger Dexterity,3.38
46013,29-1171.00,Manual Dexterity,3.12
30967,29-1171.00,Negotiation,3.12
45979,29-1171.00,Originality,3.25
30965,29-1171.00,Persuasion,3.62
30961,29-1171.00,Social Perceptiveness,4.5
36382,29-1181.00,Assisting and Caring for Others,4.17
149584,29-1181.00,"Cramped Work Space, Awkward Positions",1.9
29289,29-1181.00,Fine Arts,0.27
46119,29-1181.00,Finger Dexterity,4.12
46117,29-1181.00,Manual Dexterity,2.62
31037,29-1181.00,Negotiation,2.75
46083,29-1181.00,Originality,3.25
31035,29-1181.00,Persuasion,3.25
31031,29-1181.00,Social Perceptiveness,4.25
36464,29-1199.01,Assisting and Caring for Others,4.32
149922,29-1199.01,"Cramped Work Space, Awkward Positions",1.52
29355,29-1199.01,Fine Arts,0.38
46223,29-1199.01,Finger Dexterity,3.75
46221,29-1199.01,Manual Dexterity,2.62
31107,29-1199.01,Negotiation,2.25
46187,29-1199.01,Originality,2.88
31105,29-1199.01,Persuasion,2.88
31101,29-1199.01,Social Perceptiveness,3.75
36546,29-1199.04,Assisting and Caring for Others,4.85
150260,29-1199.04,"Cramped Work Space, Awkward Positions",1.19
29421,29-1199.04,Fine Arts,0.1
46327,29-1199.04,Finger Dexterity,2.88
46325,29-1199.04,Manual Dexterity,1.75
31177,29-1199.04,Negotiation,2.62
46291,29-1199.04,Originality,3.5
31175,29-1199.04,Persuasion,3.62
31171,29-1199.04,Social Perceptiveness,4.75
36628,29-1199.05,Assisting and Caring for Others,4.6
150598,29-1199.05,"Cramped Work Space, Awkward Positions",1.68
29487,29-1199.05,Fine Arts,0.25
46431,29-1199.05,Finger Dexterity,3.62
46429,29-1199.05,Manual Dexterity,2.62
31247,29-1199.05,Negotiation,2.62
46395,29-1199.05,Originality,3.0
31245,29-1199.05,Persuasion,3.0
31241,29-1199.05,Social Perceptiveness,3.88
36710,29-2011.00,Assisting and Caring for Others,3.64
150936,29-2011.00,"Cramped Work Space, Awkward Positions",2.22
29553,29-2011.00,Fine Arts,0.13
46535,29-2011.00,Finger Dexterity,3.75
46533,29-2011.00,Manual Dexterity,3.12
31317,29-2011.00,Negotiation,2.38
46499,29-2011.00,Originality,2.88
31315,29-2011.00,Persuasion,2.75
31311,29-2011.00,Social Perceptiveness,3.25
36792,29-2011.01,Assisting and Caring for Others,2.31
151274,29-2011.01,"Cramped Work Space, Awkward Positions",1.56
29619,29-2011.01,Fine Arts,0.0
46639,29-2011.01,Finger Dexterity,3.38
46637,29-2011.01,Manual Dexterity,2.75
31387,29-2011.01,Negotiation,2.25
46603,29-2011.01,Originality,2.62
31385,29-2011.01,Persuasion,2.25
31381,29-2011.01,Social Perceptiveness,3.0
36874,29-2011.02,Assisting and Caring for Others,2.65
151612,29-2011.02,"Cramped Work Space, Awkward Positions",1.19
29685,29-2011.02,Fine Arts,0.08
46743,29-2011.02,Finger Dexterity,3.88
46741,29-2011.02,Manual Dexterity,3.0
31457,29-2011.02,Negotiation,2.0
46707,29-2011.02,Originality,2.25
31455,29-2011.02,Persuasion,2.25
31451,29-2011.02,Social Perceptiveness,2.75
36956,29-2011.03,Assisting and Caring for Others,2.38
151950,29-2011.03,"Cramped Work Space, Awkward Positions",1.65
29751,29-2011.03,Fine Arts,0.12
46847,29-2011.03,Finger Dexterity,4.12
46845,29-2011.03,Manual Dexterity,3.12
31527,29-2011.03,Negotiation,2.12
46811,29-2011.03,Originality,2.12
31525,29-2011.03,Persuasion,2.75
31521,29-2011.03,Social Perceptiveness,2.75
37038,29-2012.00,Assisting and Caring for Others,3.05
152288,29-2012.00,"Cramped Work Space, Awkward Positions",2.35
29817,29-2012.00,Fine Arts,0.0
46951,29-2012.00,Finger Dexterity,3.12
46949,29-2012.00,Manual Dexterity,3.0
31597,29-2012.00,Negotiation,2.12
46915,29-2012.00,Originality,2.88
31595,29-2012.00,Persuasion,2.25
31591,29-2012.00,Social Perceptiveness,2.88
37120,29-2021.00,Assisting and Caring for Others,4.56
152626,29-2021.00,"Cramped Work Space, Awkward Positions",3.5
29883,29-2021.00,Fine Arts,0.12
47055,29-2021.00,Finger Dexterity,3.88
47053,29-2021.00,Manual Dexterity,3.38
31667,29-2021.00,Negotiation,2.12
47019,29-2021.00,Originality,2.38
31665,29-2021.00,Persuasion,3.0
31661,29-2021.00,Social Perceptiveness,3.0
37202,29-2031.00,Assisting and Caring for Others,4.57
152964,29-2031.00,"Cramped Work Space, Awkward Positions",2.73
29949,29-2031.00,Fine Arts,0.21
47159,29-2031.00,Finger Dexterity,3.12
47157,29-2031.00,Manual Dexterity,2.88
31737,29-2031.00,Negotiation,2.5
47123,29-2031.00,Originality,2.62
31735,29-2031.00,Persuasion,2.25
31731,29-2031.00,Social Perceptiveness,3.25
37284,29-2032.00,Assisting and Caring for Others,4.28
153302,29-2032.00,"Cramped Work Space, Awkward Positions",2.85
30015,29-2032.00,Fine Arts,0.16
47263,29-2032.00,Finger Dexterity,3.0
47261,29-2032.00,Manual Dexterity,3.12
31807,29-2032.00,Negotiation,2.75
47227,29-2032.00,Originality,2.88
31805,29-2032.00,Persuasion,3.0
31801,29-2032.00,Social Perceptiveness,3.12
37366,29-2033.00,Assisting and Caring for Others,4.61
153640,29-2033.00,"Cramped Work Space, Awkward Positions",2.12
30081,29-2033.00,Fine Arts,0.05
47367,29-2033.00,Finger Dexterity,2.88
47365,29-2033.00,Manual Dexterity,2.88
31877,29-2033.00,Negotiation,2.38
47331,29-2033.00,Originality,2.75
31875,29-2033.00,Persuasion,2.75
31871,29-2033.00,Social Perceptiveness,3.62
37448,29-2034.00,Assisting and Caring for Others,4.86
153978,29-2034.00,"Cramped Work Space, Awkward Positions",2.51
30147,29-2034.00,Fine Arts,0.24
47471,29-2034.00,Finger Dexterity,3.12
47469,29-2034.00,Manual Dexterity,2.88
31947,29-2034.00,Negotiation,2.25
47435,29-2034.00,Originality,2.75
31945,29-2034.00,Persuasion,2.62
31941,29-2034.00,Social Perceptiveness,3.38
37530,29-2035.00,Assisting and Caring for Others,4.59
154316,29-2035.00,"Cramped Work Space, Awkward Positions",1.44
30213,29-2035.00,Fine Arts,0.38
47575,29-2035.00,Finger Dexterity,3.0
47573,29-2035.00,Manual Dexterity,3.0
32017,29-2035.00,Negotiation,2.88
47539,29-2035.00,Originality,3.0
32015,29-2035.00,Persuasion,3.0
32011,29-2035.00,Social Perceptiveness,3.12
37612,29-2041.00,Assisting and Caring for Others,4.71
154654,29-2041.00,"Cramped Work Space, Awkward Positions",3.4
30279,29-2041.00,Fine Arts,0.65
47679,29-2041.00,Finger Dexterity,3.62
47677,29-2041.00,Manual Dexterity,3.5
32087,29-2041.00,Negotiation,2.75
47643,29-2041.00,Originality,3.0
32085,29-2041.00,Persuasion,3.0
32081,29-2041.00,Social Perceptiveness,3.75
37694,29-2051.00,Assisting and Caring for Others,4.3
154992,29-2051.00,"Cramped Work Space, Awkward Positions",1.62
30345,29-2051.00,Fine Arts,0.08
47783,29-2051.00,Finger Dexterity,2.5
47781,29-2051.00,Manual Dexterity,2.38
32157,29-2051.00,Negotiation,2.25
47747,29-2051.00,Originality,3.0
32155,29-2051.00,Persuasion,2.88
32151,29-2051.00,Social Perceptiveness,3.0
37776,29-2052.00,Assisting and Caring for Others,3.89
155330,29-2052.00,"Cramped Work Space, Awkward Positions",1.7
30411,29-2052.00,Fine Arts,0.43
47887,29-2052.00,Finger Dexterity,3.0
47885,29-2052.00,Manual Dexterity,2.88
32227,29-2052.00,Negotiation,1.75
47851,29-2052.00,Originality,2.12
32225,29-2052.00,Persuasion,2.38
32221,29-2052.00,Social Perceptiveness,2.62
37858,29-2053.00,Assisting and Caring for Others,4.83
155668,29-2053.00,"Cramped Work Space, Awkward Positions",2.27
30477,29-2053.00,Fine Arts,0.41
47991,29-2053.00,Finger Dexterity,2.62
47989,29-2053.00,Manual Dexterity,2.12
32297,29-2053.00,Negotiation,3.25
47955,29-2053.00,Originality,3.0
32295,29-2053.00,Persuasion,3.25
32291,29-2053.00,Social Perceptiveness,4.38
37940,29-2054.00,Assisting and Caring for Others,4.75
156006,29-2054.00,"Cramped Work Space, Awkward Positions",2.85
30543,29-2054.00,Fine Arts,0.53
48095,29-2054.00,Finger Dexterity,3.25
48093,29-2054.00,Manual Dexterity,2.75
32367,29-2054.00,Negotiation,2.38
48059,29-2054.00,Originality,2.88
32365,29-2054.00,Persuasion,3.0
32361,29-2054.00,Social Perceptiveness,3.5
38022,29-2055.00,Assisting and Caring for Others,4.49
156344,29-2055.00,"Cramped Work Space, Awkward Positions",3.09
30609,29-2055.00,Fine Arts,0.0
48199,29-2055.00,Finger Dexterity,3.88
48197,29-2055.00,Manual Dexterity,3.62
32437,29-2055.00,Negotiation,2.25
48163,29-2055.00,Originality,2.5
32435,29-2055.00,Persuasion,2.5
32431,29-2055.00,Social Perceptiveness,3.0
38104,29-2056.00,Assisting and Caring for Others,4.49
156682,29-2056.00,"Cramped Work Space, Awkward Positions",2.88
30675,29-2056.00,Fine Arts,0.0
48303,29-2056.00,Finger Dexterity,3.12
48301,29-2056.00,Manual Dexterity,3.0
32507,29-2056.00,Negotiation,2.62
48267,29-2056.00,Originality,2.88
32505,29-2056.00,Persuasion,2.88
32501,29-2056.00,Social Perceptiveness,3.38
38186,29-2057.00,Assisting and Caring for Others,4.39
157020,29-2057.00,"Cramped Work Space, Awkward Positions",1.57
30741,29-2057.00,Fine Arts,0.0
48407,29-2057.00,Finger Dexterity,3.25
48405,29-2057.00,Manual Dexterity,2.5
32577,29-2057.00,Negotiation,2.0
48371,29-2057.00,Originality,2.12
32575,29-2057.00,Persuasion,2.38
32571,29-2057.00,Social Perceptiveness,2.88
38268,29-2061.00,Assisting and Caring for Others,4.86
157358,29-2061.00,"Cramped Work Space, Awkward Positions",1.94
30807,29-2061.00,Fine Arts,0.26
48511,29-2061.00,Finger Dexterity,3.25
48509,29-2061.00,Manual Dexterity,2.88
32647,29-2061.00,Negotiation,3.0
48475,29-2061.00,Originality,2.88
32645,29-2061.00,Persuasion,3.12
32641,29-2061.00,Social Perceptiveness,4.0
38350,29-2071.00,Assisting and Caring for Others,2.71
157696,29-2071.00,"Cramped Work Space, Awkward Positions",1.69
30873,29-2071.00,Fine Arts,0.18
48615,29-2071.00,Finger Dexterity,2.88
48613,29-2071.00,Manual Dexterity,2.12
32717,29-2071.00,Negotiation,1.88
48579,29-2071.00,Originality,2.5
32715,29-2071.00,Persuasion,1.75
32711,29-2071.00,Social Perceptiveness,2.5
38432,29-2081.00,Assisting and Caring for Others,3.37
158034,29-2081.00,"Cramped Work Space, Awkward Positions",1.22
30939,29-2081.00,Fine Arts,0.23
48719,29-2081.00,Finger Dexterity,3.25
48717,29-2081.00,Manual Dexterity,3.0
32787,29-2081.00,Negotiation,2.88
48683,29-2081.00,Originality,2.75
32785,29-2081.00,Persuasion,3.12
32781,29-2081.00,Social Perceptiveness,3.12
38514,29-2091.00,Assisting and Caring for Others,4.48
158372,29-2091.00,"Cramped Work Space, Awkward Positions",2.42
31005,29-2091.00,Fine Arts,0.39
48823,29-2091.00,Finger Dexterity,3.5
48821,29-2091.00,Manual Dexterity,3.12
32857,29-2091.00,Negotiation,2.75
48787,29-2091.00,Originality,3.5
32855,29-2091.00,Persuasion,3.25
32851,29-2091.00,Social Perceptiveness,3.88
38596,29-2092.00,Assisting and Caring for Others,4.26
158710,29-2092.00,"Cramped Work Space, Awkward Positions",1.0
31071,29-2092.00,Fine Arts,0.71
48927,29-2092.00,Finger Dexterity,3.38
48925,29-2092.00,Manual Dexterity,3.0
32927,29-2092.00,Negotiation,3.0
48891,29-2092.00,Originality,2.75
32925,29-2092.00,Persuasion,3.38
32921,29-2092.00,Social Perceptiveness,3.25
38678,29-2099.01,Assisting and Caring for Others,4.65
159048,29-2099.01,"Cramped Work Space, Awkward Positions",3.42
31137,29-2099.01,Fine Arts,0.0
49031,29-2099.01,Finger Dexterity,3.25
49029,29-2099.01,Manual Dexterity,2.12
32997,29-2099.01,Negotiation,2.25
48995,29-2099.01,Originality,2.88
32995,29-2099.01,Persuasion,2.25
32991,29-2099.01,Social Perceptiveness,3.0
38760,29-2099.05,Assisting and Caring for Others,4.61
159386,29-2099.05,"Cramped Work Space, Awkward Positions",2.14
31203,29-2099.05,Fine Arts,0.04
49135,29-2099.05,Finger Dexterity,3.38
49133,29-2099.05,Manual Dexterity,2.5
33067,29-2099.05,Negotiation,2.0
49099,29-2099.05,Originality,2.5
33065,29-2099.05,Persuasion,2.5
33061,29-2099.05,Social Perceptiveness,3.38
38842,29-2099.06,Assisting and Caring for Others,4.6
159724,29-2099.06,"Cramped Work Space, Awkward Positions",1.89
31269,29-2099.06,Fine Arts,0.34
49239,29-2099.06,Finger Dexterity,3.0
49237,29-2099.06,Manual Dexterity,2.75
33137,29-2099.06,Negotiation,2.25
49203,29-2099.06,Originality,2.88
33135,29-2099.06,Persuasion,2.62
33131,29-2099.06,Social Perceptiveness,3.38
38924,29-2099.07,Assisting and Caring for Others,4.97
160062,29-2099.07,"Cramped Work Space, Awkward Positions",3.07
31335,29-2099.07,Fine Arts,0.12
49343,29-2099.07,Finger Dexterity,4.12
49341,29-2099.07,Manual Dexterity,3.62
33207,29-2099.07,Negotiation,2.62
49307,29-2099.07,Originality,2.88
33205,29-2099.07,Persuasion,2.62
33201,29-2099.07,Social Perceptiveness,3.38
39006,29-9011.00,Assisting and Caring for Others,2.76
160400,29-9011.00,"Cramped Work Space, Awkward Positions",2.3
31401,29-9011.00,Fine Arts,0.09
49447,29-9011.00,Finger Dexterity,2.62
49445,29-9011.00,Manual Dexterity,0.88
33277,29-9011.00,Negotiation,3.25
49411,29-9011.00,Originality,3.12
33275,29-9011.00,Persuasion,3.88
33271,29-9011.00,Social Perceptiveness,3.5
39088,29-9012.00,Assisting and Caring for Others,3.04
160738,29-9012.00,"Cramped Work Space, Awkward Positions",2.31
31467,29-9012.00,Fine Arts,0.27
49551,29-9012.00,Finger Dexterity,2.5
49549,29-9012.00,Manual Dexterity,1.88
33347,29-9012.00,Negotiation,2.75
49515,29-9012.00,Originality,3.0
33345,29-9012.00,Persuasion,3.12
33341,29-9012.00,Social Perceptiveness,3.12
39170,29-9091.00,Assisting and Caring for Others,4.7
161076,29-9091.00,"Cramped Work Space, Awkward Positions",2.01
31533,29-9091.00,Fine Arts,0.24
49655,29-9091.00,Finger Dexterity,3.12
49653,29-9091.00,Manual Dexterity,2.88
33417,29-9091.00,Negotiation,2.38
49619,29-9091.00,Originality,3.25
33415,29-9091.00,Persuasion,3.12
33411,29-9091.00,Social Perceptiveness,3.75
39252,29-9092.00,Assisting and Caring for Others,4.43
161414,29-9092.00,"Cramped Work Space, Awkward Positions",1.04
31599,29-9092.00,Fine Arts,0.0
49759,29-9092.00,Finger Dexterity,2.25
49757,29-9092.00,Manual Dexterity,0.0
33487,29-9092.00,Negotiation,3.0
49723,29-9092.00,Originality,3.12
33485,29-9092.00,Persuasion,3.0
33481,29-9092.00,Social Perceptiveness,4.0
39334,29-9099.01,Assisting and Caring for Others,4.83
161752,29-9099.01,"Cramped Work Space, Awkward Positions",3.13
31665,29-9099.01,Fine Arts,0.59
49863,29-9099.01,Finger Dexterity,3.0
49861,29-9099.01,Manual Dexterity,2.25
33557,29-9099.01,Negotiation,2.62
49827,29-9099.01,Originality,3.12
33555,29-9099.01,Persuasion,3.25
33551,29-9099.01,Social Perceptiveness,4.62
39416,31-1011.00,Assisting and Caring for Others,4.76
162090,31-1011.00,"Cramped Work Space, Awkward Positions",1.88
31731,31-1011.00,Fine Arts,0.38
49967,31-1011.00,Finger Dexterity,3.0
49965,31-1011.00,Manual Dexterity,2.38
33627,31-1011.00,Negotiation,2.75
49931,31-1011.00,Originality,2.88
33625,31-1011.00,Persuasion,2.88
33621,31-1011.00,Social Perceptiveness,3.25
39498,31-1013.00,Assisting and Caring for Others,4.93
162428,31-1013.00,"Cramped Work Space, Awkward Positions",2.66
31797,31-1013.00,Fine Arts,0.27
50071,31-1013.00,Finger Dexterity,2.5
50069,31-1013.00,Manual Dexterity,2.0
33697,31-1013.00,Negotiation,2.88
50035,31-1013.00,Originality,2.75
33695,31-1013.00,Persuasion,3.0
33691,31-1013.00,Social Perceptiveness,4.0
39580,31-1014.00,Assisting and Caring for Others,4.76
162766,31-1014.00,"Cramped Work Space, Awkward Positions",2.66
31863,31-1014.00,Fine Arts,0.74
50175,31-1014.00,Finger Dexterity,2.75
50173,31-1014.00,Manual Dexterity,2.5
33767,31-1014.00,Negotiation,2.0
50139,31-1014.00,Originality,2.25
33765,31-1014.00,Persuasion,2.12
33761,31-1014.00,Social Perceptiveness,3.12
39662,31-1015.00,Assisting and Caring for Others,4.31
163104,31-1015.00,"Cramped Work Space, Awkward Positions",3.3
31929,31-1015.00,Fine Arts,0.07
50279,31-1015.00,Finger Dexterity,2.38
50277,31-1015.00,Manual Dexterity,2.5
33837,31-1015.00,Negotiation,1.62
50243,31-1015.00,Originality,2.0
33835,31-1015.00,Persuasion,1.5
33831,31-1015.00,Social Perceptiveness,2.5
39744,31-2011.00,Assisting and Caring for Others,4.74
163442,31-2011.00,"Cramped Work Space, Awkward Positions",2.83
31995,31-2011.00,Fine Arts,0.47
50383,31-2011.00,Finger Dexterity,2.88
50381,31-2011.00,Manual Dexterity,2.62
33907,31-2011.00,Negotiation,3.12
50347,31-2011.00,Originality,3.0
33905,31-2011.00,Persuasion,3.25
33901,31-2011.00,Social Perceptiveness,3.75
39826,31-2012.00,Assisting and Caring for Others,4.54
163780,31-2012.00,"Cramped Work Space, Awkward Positions",1.72
32061,31-2012.00,Fine Arts,0.24
50487,31-2012.00,Finger Dexterity,2.88
50485,31-2012.00,Manual Dexterity,2.5
33977,31-2012.00,Negotiation,2.38
50451,31-2012.00,Originality,2.75
33975,31-2012.00,Persuasion,3.0
33971,31-2012.00,Social Perceptiveness,3.38
39908,31-2021.00,Assisting and Caring for Others,4.47
164118,31-2021.00,"Cramped Work Space, Awkward Positions",2.37
32127,31-2021.00,Fine Arts,0.26
50591,31-2021.00,Finger Dexterity,2.88
50589,31-2021.00,Manual Dexterity,2.62
34047,31-2021.00,Negotiation,2.12
50555,31-2021.00,Originality,2.88
34045,31-2021.00,Persuasion,3.0
34041,31-2021.00,Social Perceptiveness,3.75
39990,31-2022.00,Assisting and Caring for Others,4.53
164456,31-2022.00,"Cramped Work Space, Awkward Positions",2.27
32193,31-2022.00,Fine Arts,0.72
50695,31-2022.00,Finger Dexterity,2.75
50693,31-2022.00,Manual Dexterity,2.75
34117,31-2022.00,Negotiation,2.12
50659,31-2022.00,Originality,2.0
34115,31-2022.00,Persuasion,2.38
34111,31-2022.00,Social Perceptiveness,3.5
40072,31-9011.00,Assisting and Caring for Others,4.07
164794,31-9011.00,"Cramped Work Space, Awkward Positions",1.33
32259,31-9011.00,Fine Arts,0.31
50799,31-9011.00,Finger Dexterity,2.88
50797,31-9011.00,Manual Dexterity,3.12
34187,31-9011.00,Negotiation,1.75
50763,31-9011.00,Originality,2.75
34185,31-9011.00,Persuasion,1.88
34181,31-9011.00,Social Perceptiveness,3.25
40154,31-9091.00,Assisting and Caring for Others,4.76
165132,31-9091.00,"Cramped Work Space, Awkward Positions",3.47
32325,31-9091.00,Fine Arts,0.11
50903,31-9091.00,Finger Dexterity,3.12
50901,31-9091.00,Manual Dexterity,3.0
34257,31-9091.00,Negotiation,2.75
50867,31-9091.00,Originality,2.38
34255,31-9091.00,Persuasion,2.88
34251,31-9091.00,Social Perceptiveness,3.0
40236,31-9092.00,Assisting and Caring for Others,4.73
165470,31-9092.00,"Cramped Work Space, Awkward Positions",1.68
32391,31-9092.00,Fine Arts,0.29
51007,31-9092.00,Finger Dexterity,3.0
51005,31-9092.00,Manual Dexterity,2.12
34327,31-9092.00,Negotiation,2.38
50971,31-9092.00,Originality,2.62
34325,31-9092.00,Persuasion,2.88
34321,31-9092.00,Social Perceptiveness,3.62
40318,31-9093.00,Assisting and Caring for Others,3.57
165808,31-9093.00,"Cramped Work Space, Awkward Positions",2.13
32457,31-9093.00,Fine Arts,0.65
51111,31-9093.00,Finger Dexterity,3.25
51109,31-9093.00,Manual Dexterity,3.0
34397,31-9093.00,Negotiation,1.38
51075,31-9093.00,Originality,2.0
34395,31-9093.00,Persuasion,1.62
34391,31-9093.00,Social Perceptiveness,2.62
40400,31-9094.00,Assisting and Caring for Others,2.55
166146,31-9094.00,"Cramped Work Space, Awkward Positions",1.2
32523,31-9094.00,Fine Arts,0.0
51215,31-9094.00,Finger Dexterity,2.88
51213,31-9094.00,Manual Dexterity,2.0
34467,31-9094.00,Negotiation,1.25
51179,31-9094.00,Originality,1.62
34465,31-9094.00,Persuasion,1.38
34461,31-9094.00,Social Perceptiveness,2.75
40482,31-9095.00,Assisting and Caring for Others,4.06
166484,31-9095.00,"Cramped Work Space, Awkward Positions",1.44
32589,31-9095.00,Fine Arts,0.0
51319,31-9095.00,Finger Dexterity,2.88
51317,31-9095.00,Manual Dexterity,2.12
34537,31-9095.00,Negotiation,1.62
51283,31-9095.00,Originality,1.5
34535,31-9095.00,Persuasion,1.75
34531,31-9095.00,Social Perceptiveness,2.88
40564,31-9096.00,Assisting and Caring for Others,3.86
166822,31-9096.00,"Cramped Work Space, Awkward Positions",2.45
32655,31-9096.00,Fine Arts,0.33
51423,31-9096.00,Finger Dexterity,2.88
51421,31-9096.00,Manual Dexterity,2.75
34607,31-9096.00,Negotiation,2.12
51387,31-9096.00,Originality,2.0
34605,31-9096.00,Persuasion,2.12
34601,31-9096.00,Social Perceptiveness,3.12
40646,31-9097.00,Assisting and Caring for Others,4.5
167160,31-9097.00,"Cramped Work Space, Awkward Positions",2.24
32721,31-9097.00,Fine Arts,0.24
51527,31-9097.00,Finger Dexterity,3.38
51525,31-9097.00,Manual Dexterity,2.75
34677,31-9097.00,Negotiation,2.25
51491,31-9097.00,Originality,2.25
34675,31-9097.00,Persuasion,2.62
34671,31-9097.00,Social Perceptiveness,3.0
40728,31-9099.01,Assisting and Caring for Others,4.1
167498,31-9099.01,"Cramped Work Space, Awkward Positions",1.19
32787,31-9099.01,Fine Arts,0.49
51631,31-9099.01,Finger Dexterity,2.75
51629,31-9099.01,Manual Dexterity,2.0
34747,31-9099.01,Negotiation,2.62
51595,31-9099.01,Originality,2.5
34745,31-9099.01,Persuasion,2.75
34741,31-9099.01,Social Perceptiveness,3.75
40810,31-9099.02,Assisting and Caring for Others,4.59
167836,31-9099.02,"Cramped Work Space, Awkward Positions",2.0
32853,31-9099.02,Fine Arts,0.08
51735,31-9099.02,Finger Dexterity,3.12
51733,31-9099.02,Manual Dexterity,3.12
34817,31-9099.02,Negotiation,2.12
51699,31-9099.02,Originality,2.0
34815,31-9099.02,Persuasion,2.5
34811,31-9099.02,Social Perceptiveness,3.12
40892,33-1011.00,Assisting and Caring for Others,4.15
168174,33-1011.00,"Cramped Work Space, Awkward Positions",2.2
32919,33-1011.00,Fine Arts,0.04
51839,33-1011.00,Finger Dexterity,2.38
51837,33-1011.00,Manual Dexterity,2.38
34887,33-1011.00,Negotiation,3.12
51803,33-1011.00,Originality,3.25
34885,33-1011.00,Persuasion,3.5
34881,33-1011.00,Social Perceptiveness,3.88
40974,33-1012.00,Assisting and Caring for Others,4.08
168512,33-1012.00,"Cramped Work Space, Awkward Positions",2.71
32985,33-1012.00,Fine Arts,0.4
51943,33-1012.00,Finger Dexterity,2.62
51941,33-1012.00,Manual Dexterity,2.75
34957,33-1012.00,Negotiation,3.5
51907,33-1012.00,Originality,3.38
34955,33-1012.00,Persuasion,4.0
34951,33-1012.00,Social Perceptiveness,4.0
41056,33-1021.01,Assisting and Caring for Others,4.75
168850,33-1021.01,"Cramped Work Space, Awkward Positions",3.41
33051,33-1021.01,Fine Arts,0.38
52047,33-1021.01,Finger Dexterity,2.88
52045,33-1021.01,Manual Dexterity,3.0
35027,33-1021.01,Negotiation,3.12
52011,33-1021.01,Originality,3.75
35025,33-1021.01,Persuasion,3.5
35021,33-1021.01,Social Perceptiveness,3.88
41138,33-1021.02,Assisting and Caring for Others,3.98
169188,33-1021.02,"Cramped Work Space, Awkward Positions",2.79
33117,33-1021.02,Fine Arts,0.25
52151,33-1021.02,Finger Dexterity,2.75
52149,33-1021.02,Manual Dexterity,3.12
35097,33-1021.02,Negotiation,2.88
52115,33-1021.02,Originality,3.25
35095,33-1021.02,Persuasion,3.38
35091,33-1021.02,Social Perceptiveness,3.5
41220,33-2011.01,Assisting and Caring for Others,4.57
169526,33-2011.01,"Cramped Work Space, Awkward Positions",3.53
33183,33-2011.01,Fine Arts,0.2
52255,33-2011.01,Finger Dexterity,3.5
52253,33-2011.01,Manual Dexterity,3.75
35167,33-2011.01,Negotiation,3.0
52219,33-2011.01,Originality,3.0
